1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,total_request
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,1,1,0,1,2,0,1,1,0,1,2,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,2,1,1,27
2,1,2,1,0,0,0,3,0,0,3,1,2,0,0,2,1,0,0,2,1,0,1,1,2,1,0,3,0,1,0,3,1,2,1,1,2,1,0,4,0,0,1,2,1,3,2,1,1,0,56
1,0,4,1,2,1,2,1,3,0,1,2,2,4,1,1,2,2,2,3,1,1,0,1,3,1,2,0,0,1,0,0,0,2,2,1,1,1,2,1,0,0,0,1,2,1,0,1,0,3,63
1,4,0,0,1,3,2,0,1,3,4,2,2,6,0,1,0,3,4,0,2,2,4,2,2,3,0,3,3,2,4,6,5,2,3,3,2,4,0,3,3,5,0,8,3,3,1,0,2,3,120
3,1,3,1,4,3,2,3,2,5,4,2,1,5,0,2,3,2,3,1,4,4,4,0,3,1,2,2,3,2,2,3,4,3,3,4,0,3,3,2,3,3,2,0,2,1,3,1,2,2,121
3,7,4,2,1,3,3,2,3,6,1,1,8,5,1,1,1,1,2,3,2,2,4,4,5,2,5,5,3,5,5,4,2,5,2,3,5,5,3,5,4,1,1,3,3,5,1,5,2,0,159
3,5,4,1,1,4,5,3,6,5,3,3,4,8,5,3,4,5,2,5,2,5,9,2,6,4,6,6,2,5,3,1,3,5,1,6,5,2,3,4,4,7,6,4,2,4,1,2,4,7,200
3,4,7,6,9,4,2,5,3,3,7,6,3,9,7,6,4,6,6,4,7,4,7,2,4,2,6,6,0,8,3,5,6,7,7,2,6,6,4,5,3,5,6,9,7,3,4,5,8,4,255
2,8,7,5,6,5,6,9,5,1,4,4,6,4,4,12,6,7,2,3,4,5,4,6,8,3,6,5,4,6,9,10,7,4,6,3,4,2,3,6,6,5,5,6,2,7,4,2,3,2,253
2,10,8,7,5,7,9,4,5,11,3,2,8,4,11,6,11,7,5,4,1,5,7,6,7,5,7,1,7,6,7,4,6,6,11,3,4,8,5,12,8,6,6,4,3,6,6,6,7,7,306
7,6,9,2,4,5,8,7,7,11,8,6,7,11,6,12,9,9,10,13,6,4,5,5,13,15,11,9,17,4,5,5,8,5,7,5,10,4,6,10,7,9,6,3,4,7,10,4,6,6,373
11,12,9,7,12,13,7,10,10,7,9,11,12,8,10,8,4,12,4,11,5,5,14,3,9,6,5,12,9,9,8,15,4,11,2,6,15,7,7,4,8,8,8,11,8,9,8,14,8,6,431
15,13,13,9,8,13,13,13,8,12,10,13,15,9,7,11,21,12,13,6,14,10,11,3,10,7,8,11,2,10,11,10,6,4,13,10,10,10,14,11,4,7,13,12,13,9,10,7,13,6,513
13,6,15,12,16,11,15,13,7,13,12,18,7,13,15,16,11,10,10,14,17,10,14,11,13,10,6,11,5,7,8,9,10,7,13,8,10,12,14,9,15,7,10,4,8,4,9,8,11,11,538
12,17,11,13,15,12,22,9,15,19,21,15,9,22,9,15,13,13,12,11,13,19,15,13,11,11,10,11,11,16,15,13,8,8,12,13,13,10,16,8,14,12,8,8,7,12,8,9,12,12,633
16,16,21,18,14,16,13,14,13,18,19,18,11,13,12,9,20,16,13,16,14,10,15,16,21,11,15,11,15,11,12,16,18,9,14,10,16,11,11,13,10,15,12,19,18,11,10,13,15,11,709
11,19,16,15,24,18,19,12,11,22,12,24,11,12,20,15,22,12,18,18,21,9,17,18,12,13,19,11,16,13,17,12,9,18,17,4,8,14,12,18,13,17,15,24,10,12,19,12,18,10,759
20,21,11,24,22,24,16,16,23,16,11,24,19,24,22,23,23,24,17,24,12,21,24,21,24,17,16,8,14,17,16,18,7,15,17,18,19,17,18,16,9,11,14,19,11,19,17,17,24,17,897
